un_number,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantity,excepted_quantity,packing_instructions,special_packing_provisions,tank_bulk_instructions,tank_special_provisions,source_page
2763,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08,B3,T1,TP33,284
2764,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,285
2764,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,285
2771,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,285
2771,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,285
2771,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,285
2772,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,285
2772,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,285
2775,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,285
2775,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,285
2775,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,285
2776,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,285
2776,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,285
2777,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,285
2777,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,285
2777,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,285
2778,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,285
2778,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,285
2779,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,285
2779,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,285
2779,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,286
2780,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,286
2780,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,286
2781,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,286
2781,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,286
2781,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,286
2782,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,286
2782,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,286
2783,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,286
2783,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,286
2783,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,286
2784,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,286
2784,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,286
2785,4-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,286
2786,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,286
2786,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,286
2786,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,286
2787,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,286
2787,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,286
2788,,6.1,,I,43 274,0,E5,P001,,T14,TP2 TP13 TP27,287
2788,,6.1,,II,43 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,287
2788,,6.1,,III,43 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,287
2789,80%,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,287
2790,50%- 80%,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,287
2790,10%- 50%,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,287
2793,,4.2,,III,223,0,E1,P003 IBC08 LP02,"PP20 B3, B6",BK2,,287
2794,,8,,,295,1 L,E0,P801,,,,287
2795,,8,,,295 401,1 L,E0,P801,,,,287
2796,51%,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,287
2797,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2 TP28,287
2798,,8,,II,,1 L,E0,P001 IBC02,,T7,TP2 TP28,287
2799,,8,,II,,1 L,E0,P001 IBC02,,T7,TP2,287
2800,,8,,,238,1 L,E0,P003,PP16,,,287
2801,,8,,I,274,0,E0,P001,,T14,TP2 TP27,287
2801,,8,,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,287
2801,,8,,III,223 274,5 L,E1,P001 IBC03 LP01,,T7,TP1 TP28,287
2802,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,287
2803,,8,,III,365,5 kg,E0,P800,PP41,T1,TP33,287
2805,,4.3,,II,,500 g,E2,P410 IBC04,,T3,TP33,287
2806,,4.3,,I,,0,E0,P403 IBC04,B1,,,287
2807,,9,,,106,,E0,,,,,287
2809,,8,6.1,III,365,5 kg,E0,P800,,,,287
2810,,6.1,,I,274 315,0,E5,P001,,T14,TP2 TP13 TP27,288
2810,,6.1,,II,274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,288
2810,,6.1,,III,223 274,5 L,E1,P001 IBC03 LP01,,T7,TP1 TP28,288
2811,,6.1,,I,274,0,E5,P002 IBC99,,T6,TP33,288
2811,,6.1,,II,274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,288
2811,,6.1,,III,223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,288
2812,,8,,III,106,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,288
2813,,4.3,,I,274,0,E0,P403 IBC99,,T9,TP7 TP33,288
2813,,4.3,,II,274,500 g,E2,P410 IBC07,B2,T3,TP33,288
2813,,4.3,,III,223 274,1 kg,E1,P410 IBC08,B4,T1,TP33,288
2814,,6.2,,,318 341,0,E0,P620,,BK1 BK2,,288
2815,N-,8,6.1,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,288
2817,,8,6.1,II,,1 L,E2,P001 IBC02,,T8,TP2 TP13,288
2817,,8,6.1,III,223,5 L,E1,P001 IBC03,,T4,TP1 TP13,288
2818,,8,6.1,II,,1 L,E2,P001 IBC02,,T7,TP2 TP13,288
2818,,8,6.1,III,223,5 L,E1,P001 IBC03,,T4,TP1 TP13,288
2819,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,288
2820,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,288
2821,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,288
2821,,6.1,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,288
2822,2-,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,288
2823,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,289
2826,,8,3,II,,0,E0,P001,,T7,TP2,289
2829,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,289
2830,,4.3,,II,,500 g,E2,P410 IBC07,B2,T3,TP33,289
2831,"1,1,1-",6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,289
2834,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,289
2835,,4.3,,II,,500 g,E0,P410 IBC04,,T3,TP33,289
2837,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,289
2837,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,289
2838,,3,,II,386,1 L,E2,P001 IBC02,,T4,TP1,289
2839,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,289
2840,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,289
2841,,3,6.1,III,,5 L,E1,P001 IBC03,,T4,TP1,289
2842,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,289
2844,,4.3,,III,,1 kg,E1,P410 IBC08,B4,T1,TP33,289
2845,,4.2,,I,274,0,E0,P400,,T22,TP2 TP7,289
2846,,4.2,,I,274,0,E0,P404,,,,289
2849,3--1-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,289
2850,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,289
2851,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,289
2852,10%,4.1,,I,28,0,E0,P406,PP24,,,289
2853,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2854,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2855,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2856,,6.1,,III,274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2857,(UN 2672),2.2,,,119,0,E0,P003,PP32,,,290
2858,( 25418 ),4.1,,III,,5 kg,E1,P002 LP02,,,,290
2859,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,290
2861,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,290
2862,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2863,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,290
2864,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,290
2865,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2869,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,290
2869,,8,,III,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2870,,4.2,4.3,I,,0,E0,P400,,T21,TP7 TP33,290
2870,,4.2,4.3,,,0,E0,P002,PP13,,,290
2871,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,290
2872,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,290
2872,,6.1,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,290
2873,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,290
2874,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,291
2875,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,291
2876,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,291
2878,,4.1,,III,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,291
2879,,8,6.1,I,,0,E0,P001,,T10,TP2 TP13,291
2880,5.5% - 16%,5.1,,II,314 322,1 kg,E2,P002 IBC08,"PP85 B2, B4, B13",,,291
2880,5.5% - 16%,5.1,,III,223 314,5 kg,E1,P002 IBC08,"PP85 B4, B13",,,291
2881,,4.2,,I,274,0,E0,P404,,T21,TP7 TP33,291
2881,,4.2,,II,274,0,E0,P410 IBC06,B2,T3,TP33,291
2881,,4.2,,III,223 274,0,E1,P002 IBC08 LP02,B3,T1,TP33,291
2900,,6.2,,,318 341,0,E0,P620,,BK1 BK2,,291
2901,,2.3,5.1 8,,,0,E0,P200,,,,291
2902,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,291
2902,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,291
2902,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,291
2903,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,291
2903,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,291
2903,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2,291
2904,,8,,III,,5 L,E1,P001 IBC03 LP01,,,,292
2905,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,292
2907,60%,4.1,,II,28 127,0,E0,P406 IBC06,"PP26 PP80 B2, B12",,,292
2908,,7,,,290 368,0,E0,1.5,,,,292
2909,,7,,,290,0,E0,1.5,,,,292
2910,,7,,,290 368,0,E0,1.5,,,,292
2911,,7,,,290,0,E0,1.5,,,,292
2912,(LSA-I),7,,,172 317 325,0,E0,2.74.1.9,,,,292
2913,(SCO-ISCO-IISCO- III),7,,,172 317 325,0,E0,2.74.1.9,,,,292
2915,A,7,,,172 317 325,0,E0,2.74.1.9,,,,292
2916,B(U),7,,,172 317 325 337,0,E0,2.74.1.9,,,,292
2917,B(M),7,,,172 317 325 337,0,E0,2.74.1.9,,,,292
2919,,7,,,172 317 325,0,E0,2.74.1.9,,,,292
2920,,8,3,I,274,0,E0,P001,,T14,TP2 TP27,292
2920,,8,3,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,292
2921,,8,4.1,I,274,0,E0,P002 IBC99,,T6,TP33,292
2921,,8,4.1,II,274,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,292
2922,,8,6.1,I,274,0,E0,P001,,T14,TP2 TP13 TP27,292
2922,,8,6.1,II,274,1 L,E2,P001 IBC02,,T7,TP2,293
2922,,8,6.1,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,293
2923,,8,6.1,I,274,0,E0,P002 IBC99,,T6,TP33,293
2923,,8,6.1,II,274,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,293
2923,,8,6.1,III,223 274,5 kg,E1,P002 IBC08,B3,T1,TP33,293
2924,,3,8,I,274,0,E0,P001,,T14,TP2,293
2924,,3,8,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,293
2924,,3,8,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,293
2925,,4.1,8,II,274,1 kg,E2,P002 IBC06,B2,T3,TP33,293
2925,,4.1,8,III,223 274,5 kg,E1,P002 IBC06,,T1,TP33,293
2926,,4.1,6.1,II,274,1 kg,E2,P002 IBC06,B2,T3,TP33,293
2926,,4.1,6.1,III,223 274,5 kg,E1,P002 IBC06,,T1,TP33,293
2927,,6.1,8,I,274 315,0,E5,P001,,T14,TP2 TP13 TP27,293
2927,,6.1,8,II,274,100 ml,E4,P001 IBC02,,T11,TP2 TP27,293
2928,,6.1,8,I,274,0,E5,P002 IBC99,,T6,TP33,293
2928,,6.1,8,II,274,500 g,E4,P002 IBC06,B2,T3,TP33,293
2929,,6.1,3,I,274 315,0,E5,P001,,T14,TP2 TP13 TP27,293
2929,,6.1,3,II,274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,293
2930,,6.1,4.1,I,274,0,E5,P002 IBC99,,T6,TP33,293
2930,,6.1,4.1,II,274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,293
2931,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,293
2933,2-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,293
2934,2-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,293
2935,2-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,294
2936,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,294
2937,-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,294
2940,9-(),4.2,,II,,0,E2,P410 IBC06,B2,T3,TP33,294
2941,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,294
2942,2-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,,,294
2943,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,294
2945,N-,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,294
2946,2--5-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,294
2947,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,294
2948,3-,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,294
2949,25%,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T7,TP2,294
2950,149,4.3,,III,,1 kg,E1,P410 IBC08,B4,T1 BK2,TP33,294
2956,"5--2,4,6- ()",4.1,,III,132 133,5 kg,E0,P409,,,,294
2965,,4.3,3 8,I,,0,E0,P401,,T10,TP2 TP7 TP13,294
2966,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,294
2967,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,294
2968,,4.3,,III,223,1 kg,E1,P002 IBC08,B4,T1,TP33,294
2969,,9,,II,141,5 kg,E2,P002 IBC08,"PP34 B2, B4",T3 BK1 BK2,TP33,294
2977,,7,6.1 8,,,0,E0,2.74.1.9,,,,294
2978,,7,6.1 8,,317,0,E0,2.74.1.9,,,,295
2983,30%,3,6.1,I,,0,E0,P001,,T14,TP2 TP7 TP13,295
2984,8% - 20%( ),5.1,,III,65,5 L,E1,P504 IBC02,B5,T4,TP1 TP6 TP24,295
2985,,3,8,II,,0,E0,P010,,T14,TP2 TP7 TP13 TP27,295
2986,,8,3,II,,0,E0,P010,,T14,TP2 TP7 TP13 TP27,295
2987,,8,,II,,0,E0,P010,,T14,TP2 TP7 TP13 TP27,295
2988,,4.3,3 8,I,,0,E0,P401,,T14,TP2 TP7 TP13,295
2989,,4.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,295
2989,,4.1,,III,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,295
2990,,9,,,296,0,E0,P905,,,,295
2991,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,295
2991,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,295
2991,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,295
2992,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,295
2992,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,295
2992,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,295
2993,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,295
2993,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,296
2993,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,296
2994,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,296
2994,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,296
2994,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,296
2995,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,296
2995,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,296
2995,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,296
2996,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,296
2996,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,296
2996,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,296
2997,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,296
2997,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,296
2997,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,296
2998,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,296
2998,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,296
2998,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,296
3005,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13,297
3005,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,297
3005,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,297
3006,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13,297
3006,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,297
3006,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,297
3009,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,297
3009,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,297
3009,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,297
3010,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,297
3010,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,297
3010,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,297
3011,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,297
3011,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,297
3011,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,297
3012,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,297
3012,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,297
3012,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,298
3013,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,298
3013,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,298
3013,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,298
3014,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,298
3014,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,298
3014,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,298
3015,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,298
3015,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,298
3015,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,298
3016,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,298
3016,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,298
3016,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,298
3017,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,298
3017,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,298
3017,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,298
3018,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,298
3018,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,299
3018,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,299
3019,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,299
3019,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,299
3019,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP2 TP28,299
3020,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,299
3020,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,299
3020,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP28,299
3021,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,299
3021,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,299
3022,"1,2-",3,,II,386,1 L,E2,P001 IBC02,,T4,TP1,299
3023,2--2-,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,299
3024,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,299
3024,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,299
3025,23,6.1,3,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,299
3025,23,6.1,3,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,299
3025,23,6.1,3,III,61 223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,299
3026,,6.1,,I,61 274,0,E5,P001,,T14,TP2 TP13 TP27,300
3026,,6.1,,II,61 274,100 ml,E4,P001 IBC02,,T11,TP2 TP27,300
3026,,6.1,,III,61 223 274,5 L,E1,P001 IBC03 LP01,,T7,TP1 TP28,300
3027,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,300
3027,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,300
3027,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,300
3028,,8,,,295 304,2 kg,E0,P801,,,,300
3048,,6.1,,I,153,0,E0,P002 IBC07,B1,T6,TP33,300
3054,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,300
3055,2-(2-),8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,300
3056,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,300
3057,,2.3,8,,,0,E0,P200,,T50,TP21,300
3064,1% - 5%,3,,II,28 359,0,E0,P300,,,,300
3065,70%,3,,II,146,5 L,E2,P001 IBC02,PP2,T4,TP1,300
3065,24% - 70%,3,,III,144 145 247,5 L,E1,P001 IBC03,PP2,T2,TP1,300
3066,( ) ( ),8,,II,163 367,1 L,E2,P001 IBC02,,T7,TP2 TP28,300
3066,( ) ( ),8,,III,163 223 367,5 L,E1,P001 IBC03,,T4,TP1 TP29,300
3070,12.5%,2.2,,,392,120 ml,E1,P200,,T50,,300
3071,,6.1,3,II,274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,301
3072,,9,,,296,0,E0,P905,,,,301
3073,,6.1,3 8,II,386,100 ml,E4,P001 IBC01,,T7,TP2 TP13,301
3077,,9,,III,274 331 335 375,5 kg,E1,P002 IBC08 LP02,PP12 B3,T1 BK2 BK3,TP33,301
3078,,4.3,,II,,500 g,E2,P410 IBC07,B2,T3,TP33,301
3079,,6.1,3,I,354 386,0,E0,P602,,T20,TP2 TP13,301
3080,,6.1,3,II,274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,301
3082,,9,,III,274 331 335 357,5 L,E1,P001 IBC03 LP01,PP1,T4,TP1 TP29,301
3083,(),2.3,5.1,,,0,E0,P200,,,,301
3084,,8,5.1,I,274,0,E0,P002,,T6,TP33,301
3084,,8,5.1,II,274,1 kg,E2,P002 IBC06,B2,T3,TP33,301
3085,,5.1,8,I,274,0,E0,P503,,,,301
3085,,5.1,8,II,274,1 kg,E2,P002 IBC06,B2,T3,TP33,301
3085,,5.1,8,III,223 274,5 kg,E1,P002 IBC08,B3,T1,TP33,301
3086,,6.1,5.1,I,274,0,E5,P002,,T6,TP33,301
3086,,6.1,5.1,II,274,500 g,E4,P002 IBC06,B2,T3,TP33,301
3087,,5.1,6.1,I,274,0,E0,P503,,,,301
3087,,5.1,6.1,II,274,1 kg,E2,P002 IBC06,B2,T3,TP33,301
3087,,5.1,6.1,III,223 274,5 kg,E1,P002 IBC08,B3,T1,TP33,301
3088,,4.2,,II,274,0,E2,P410 IBC06,B2,T3,TP33,301
3088,,4.2,,III,223 274,0,E1,P002 IBC08 LP02,B3,T1,TP33,301
3089,,4.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,302
